100 100
0.765975 0.617396 0.130525 0.70415 0.441005 0.164146 0.125564 0.762432 0.625604 0.0628288 0.492062 0.219602 0.34458 0.579874 0.487724 0.165395 0.356313 0.142117 0.9691 0.301094 0.230096 0.530912 0.618441 0.156549 0.808887 0.598457 0.0210658 0.917417 0.907115 0.193503 0.80709 0.027365 0.976982 0.370257 0.970057 0.844707 0.237939 0.86062 0.960174 0.924742 0.881932 0.172613 0.541077 0.272578 0.191609 0.120228 0.477247 0.604151 0.314986 0.908091 0.574128 0.404877 0.236366 0.00353458 0.858658 0.043462 0.585475 0.632845 0.661093 0.175387 0.227278 0.424806 0.748007 0.209029 0.275024 0.199936 0.610863 0.19109 0.469304 0.251923 0.890543 0.788339 0.58169 0.914598 0.121577 0.40317 0.42538 0.612432 0.855344 0.508973 0.310249 0.908273 0.322136 0.305521 0.919026 0.159098 0.705509 0.223533 0.904584 0.950182 0.803608 0.298749 0.00362606 0.549144 0.294565 0.18402 0.321243 0.117434 0.202345 0.178125
0.750775 0.435165 0.578511 0.253361 0.436956 0.62116 0.0256502 0.980889 0.569336 0.326836 0.241544 0.454201 0.894293 0.726219 0.896378 0.24416 0.237399 0.967895 0.426186 0.729275 0.748106 0.344199 0.431726 0.820222 0.0708693 0.474671 0.308166 0.454609 0.613626 0.0970962 0.091294 0.387775 0.377941 0.803729 0.129413 0.127701 0.685124 0.344669 0.113427 0.604482 0.374847 0.812035 0.499948 0.343654 0.888473 0.0309572 0.0858191 0.27213 0.790184 0.914473 0.232674 0.996763 0.387682 0.62096 0.5532 0.646469 0.0138773 0.221167 0.98319 0.344415 0.791702 0.364532 0.616844 0.44634 0.180179 0.302785 0.876929 0.0847377 0.194556 0.236972 0.554743 0.691778 0.264681 0.319692 0.506676 0.195418 0.163953 0.410318 0.258615 0.175272 0.987276 0.986423 0.740493 0.0174545 0.770391 0.75559 0.204457 0.00397033 0.994509 0.45989 0.726456 0.228782 0.382054 0.781867 0.799871 0.687911 0.0591357 0.206356 0.735445 0.276457
0.304145 0.273425 0.125986 0.0687207 0.712723 0.81517 0.298143 0.00014757 0.160231 0.860482 0.516451 0.328597 0.459032 0.921944 0.603803 0.294264 0.139251 0.865016 0.625101 0.741335 0.9988 0.98457 0.0920707 0.425681 0.932502 0.305566 0.556575 0.976857 0.764117 0.770832 0.0322399 0.6836 0.567124 0.602656 0.555102 0.544198 0.15019 0.477017 0.345363 0.241434 0.330769 0.39791 0.512511 0.928075 0.0398139 0.146773 0.911481 0.217224 0.768432 0.905878 0.258516 0.939716 0.807088 0.46728 0.231484 0.924896 0.698835 0.628564 0.574393 0.40719 0.0676953 0.764219 0.90056 0.89656 0.360289 0.761297 0.255964 0.904742 0.670474 0.668292 0.668031 0.67559 0.262298 0.0443408 0.552032 0.914743 0.582668 0.298295 0.755762 0.221714 0.283515 0.241628 0.488222 0.619522 0.489779 0.121862 0.329184 0.487757 0.193712 0.169338 0.128214 0.428703 0.6978 0.336315 0.851019 0.934381 0.80514 0.0917198 0.330602 0.686601
0.841949 0.473324 0.683299 0.286212 0.936925 0.715654 0.766698 0.252874 0.396927 0.122467 0.536052 0.388965 0.760002 0.00116192 0.511721 0.514689 0.839082 0.180856 0.110162 0.729374 0.130244 0.0270258 0.351778 0.536836 0.563416 0.260805 0.781588 0.859187 0.338496 0.461785 0.460191 0.771977 0.462354 0.102703 0.0825259 0.106707 0.640975 0.469161 0.608952 0.60009 0.936704 0.237287 0.199095 0.516456 0.325038 0.529068 0.109125 0.323485 0.0322778 0.555665 0.924289 0.557863 0.732437 0.633435 0.00593687 0.994629 0.093413 0.229421 0.970226 0.0157661 0.580895 0.353124 0.272111 0.57437 0.436861 0.788196 0.662967 0.674752 0.72114 0.988249 0.521718 0.0405722 0.298787 0.456364 0.513267 0.268171 0.368655 0.534108 0.515182 0.938181 0.102372 0.569864 0.240926 0.978309 0.0164375 0.202743 0.197864 0.820989 0.660198 0.171796 0.673967 0.783493 0.092369 0.422295 0.600295 0.628603 0.19419 0.399219 0.4896 0.374422
0.884778 0.503175 0.358662 0.847934 0.378341 0.755228 0.601414 0.220371 0.670603 0.295954 0.0235332 0.558018 0.53703 0.549436 0.345647 0.224989 0.0667771 0.375565 0.260559 0.0933306 0.514563 0.537968 0.435451 0.312789 0.187568 0.311282 0.67196 0.306338 0.328273 0.588147 0.857712 0.434483 0.872298 0.223442 0.198832 0.334987 0.993238 0.941133 0.0297947 0.0113973 0.635414 0.592175 0.0646131 0.361414 0.51304 0.985684 0.0390358 0.896082 0.868576 0.885392 0.0325971 0.0339573 0.923145 0.752174 0.334003 0.900597 0.830488 0.092128 0.280262 0.332668 0.95317 0.303581 0.457057 0.696963 0.906588 0.583061 0.339336 0.12415 0.878039 0.975209 0.0482223 0.6649 0.269785 0.811564 0.503069 0.656746 0.650641 0.0996715 0.57566 0.257777 0.820021 0.347839 0.712812 0.961717 0.844399 0.628309 0.689888 0.248429 0.740615 0.58602 0.0986205 0.280716 0.186062 0.929149 0.00924442 0.549881 0.682684 0.537528 0.904031 0.384158
0.981972 0.429292 0.277265 0.603419 0.0633295 0.447971 0.0687177 0.173296 0.413699 0.749938 0.262144 0.532647 0.0716443 0.794746 0.394425 0.83195 0.857092 0.29416 0.548803 0.714644 0.853582 0.109488 0.62554 0.708809 0.607315 0.0322942 0.670099 0.897547 0.775113 0.0483933 0.641959 0.822899 0.863431 0.589012 0.545996 0.99916 0.223222 0.835146 0.40423 0.891547 0.245653 0.568202 0.287633 0.201578 0.204668 0.770413 0.530198 0.272773 0.263898 0.93097 0.0995587 0.941913 0.135811 0.646245 0.717893 0.781574 0.896841 0.208366 0.0688235 0.928297 0.241891 0.543128 0.0429455 0.161344 0.713845 0.612852 0.51093 0.273622 0.505367 0.845021 0.93798 0.504097 0.215055 0.788353 0.724881 0.0759644 0.828227 0.151584 0.642994 0.816273 0.340674 0.161016 0.818777 0.71507 0.557474 0.587746 0.183609 0.332652 0.610398 0.929329 0.691039 0.808563 0.263747 0.481688 0.920471 0.382011 0.751865 0.229519 0.148662 0.774781
0.486784 0.833999 0.0827323 0.413894 0.60329 0.11309 0.0118841 0.719884 0.98158 0.353202 0.274595 0.377134 0.434308 0.102822 0.903853 0.0968756 0.51253 0.390271 0.948087 0.919999 0.765729 0.453887 0.849991 0.00528595 0.98302 0.788413 0.990234 0.100274 0.431427 0.18896 0.834499 0.692724 0.101139 0.516949 0.0730863 0.794867 0.981924 0.777894 0.802406 0.108773 0.389224 0.482412 0.942923 0.950555 0.510213 0.435664 0.133919 0.0871927 0.1831 0.587914 0.12933 0.0362211 0.828872 0.306006 0.97372 0.160106 0.667576 0.774338 0.302041 0.452072 0.646689 0.730541 0.41436 0.699962 0.861367 0.817967 0.0236186 0.373168 0.197975 0.762594 0.524897 0.533512 0.425674 0.714697 0.465616 0.360867 0.884965 0.288627 0.956472 0.469415 0.739621 0.105137 0.395278 0.53038 0.703907 0.475211 0.814611 0.584134 0.945684 0.998095 0.628848 0.346892 0.519107 0.813387 0.675348 0.579715 0.423602 0.072436 0.587551 0.944845
0.422985 0.890514 0.215756 0.164266 0.843182 0.607567 0.706245 0.600128 0.629054 0.627438 0.112601 0.229799 0.0134845 0.977604 0.0256227 0.986351 0.320324 0.236742 0.378743 0.535374 0.65244 0.950501 0.476048 0.420412 0.105846 0.65091 0.185074 0.205158 0.751935 0.695562 0.101796 0.972485 0.256199 0.107895 0.143415 0.565194 0.325287 0.0315769 0.0853263 0.0412799 0.0634197 0.691703 0.640132 0.408916 0.66797 0.792334 0.0525312 0.982805 0.921433 0.840189 0.796902 0.677298 0.190086 0.0657051 0.717967 0.301652 0.0645698 0.0887459 0.837666 0.053044 0.455632 0.489599 0.358162 0.994699 0.379865 0.141522 0.405735 0.599724 0.704676 0.657141 0.371336 0.68763 0.193237 0.144262 0.691441 0.701236 0.0406642 0.461362 0.377858 0.743184 0.635023 0.31426 0.268249 0.766906 0.544468 0.739338 0.473278 0.38149 0.84004 0.6341 0.671809 0.63038 0.743923 0.706391 0.44435 0.251212 0.163412 0.561828 0.00155357 0.880756
0.818617 0.207777 0.254589 0.217798 0.0894674 0.841217 0.393538 0.120493 0.753329 0.469429 0.905896 0.936579 0.745874 0.810963 0.350843 0.784674 0.109786 0.470453 0.265617 0.196724 0.455379 0.33068 0.605134 0.955049 0.0292256 0.923587 0.19489 0.733912 0.609309 0.246924 0.328492 0.0793864 0.34236 0.545293 0.495381 0.720371 0.269775 0.0279668 0.517444 0.531944 0.948706 0.528738 0.718872 0.121683 0.748688 0.529063 0.613187 0.295339 0.824119 0.315799 0.73792 0.121851 0.828278 0.136657 0.207392 0.546448 0.865326 0.0376395 0.243049 0.934492 0.920631 0.974827 0.0693089 0.802783 0.954304 0.748164 0.964454 0.15612 0.0361635 0.459459 0.00749674 0.0917642 0.26525 0.859561 0.17078 0.477079 0.268709 0.592452 0.290353 0.327277 0.194393 0.640122 0.454562 0.628813 0.584452 0.829686 0.956207 0.700388 0.760735 0.290988 0.752431 0.387492 0.269939 0.357735 0.385141 0.581949 0.272428 0.371233 0.504297 0.15578
0.842029 0.739981 0.79161 0.323664 0.754316 0.892983 0.825626 0.793054 0.566035 0.496692 0.922554 0.532959 0.698036 0.724324 0.274952 0.320059 0.190136 0.874181 0.648842 0.684095 0.518997 0.447095 0.545972 0.570507 0.418946 0.270554 0.297805 0.720374 0.353254 0.598442 0.368877 0.157594 0.883096 0.810004 0.257889 0.942756 0.920968 0.875902 0.24389 0.941336 0.315734 0.162862 0.921669 0.647008 0.284732 0.554013 0.678157 0.363688 0.746652 0.672148 0.31753 0.815825 0.304554 0.925211 0.468806 0.550203 0.577082 0.509189 0.808177 0.509249 0.903425 0.355354 0.440349 0.306485 0.0371591 0.460054 0.670222 0.0340424 0.989827 0.153568 0.0276443 0.171942 0.59282 0.409943 0.754911 0.954082 0.340243 0.242943 0.942395 0.822384 0.849053 0.365055 0.346443 0.857629 0.841487 0.622326 0.657563 0.129648 0.299763 0.946789 0.556638 0.816038 0.920563 0.772409 0.89692 0.772439 0.355175 0.0271528 0.277657 0.441201
