50 50
0.988442 0.0567402 0.379599 0.949259 0.435623 0.629061 0.877649 0.0398685 0.80831 0.765331 0.854358 0.946356 0.549745 0.811374 0.118509 0.429885 0.94739 0.798793 0.837639 0.127359 0.697378 0.499329 0.289143 0.396471 0.28137 0.963335 0.217176 0.831705 0.0712454 0.288531 0.0184766 0.427067 0.486212 0.522854 0.259356 0.636964 0.208067 0.970365 0.229743 0.91497 0.214861 0.170671 0.294291 0.582673 0.466181 0.364085 0.237439 0.25315 0.884711 0.76575
0.168252 0.179138 0.658001 0.154764 0.538168 0.652707 0.715938 0.875065 0.885345 0.573835 0.324947 0.95976 0.804663 0.7985 0.22861 0.660032 0.531644 0.841463 0.792197 0.685135 0.751496 0.446068 0.637366 0.0123401 0.90344 0.634722 0.742735 0.69829 0.740723 0.713299 0.707696 0.773674 0.324706 0.340371 0.95864 0.249022 0.350371 0.384473 0.132055 0.677408 0.993293 0.3452 0.886291 0.771046 0.0971253 0.434494 0.894928 0.736594 0.126857 0.458029
0.37425 0.152037 0.584301 0.0928053 0.213326 0.417072 0.707454 0.773374 0.624811 0.803673 0.33712 0.542674 0.348521 0.847193 0.450983 0.538875 0.89634 0.397469 0.379741 0.225537 0.800657 0.590849 0.569036 0.0825214 0.252129 0.814774 0.36472 0.694461 0.646811 0.618122 0.745323 0.267871 0.778058 0.112529 0.939525 0.54631 0.837315 0.524549 0.957943 0.789111 0.547582 0.510087 0.630173 0.0283256 0.33607 0.47819 0.0991708 0.94583 0.676195 0.319416
0.510066 0.273889 0.153813 0.36485 0.201915 0.287226 0.606847 0.149395 0.246769 0.0388993 0.25771 0.974548 0.0757707 0.46389 0.876602 0.975864 0.739899 0.571605 0.230953 0.320224 0.653411 0.264717 0.0700511 0.715548 0.827741 0.817114 0.658433 0.818795 0.0873854 0.529115 0.345818 0.249175 0.698628 0.165712 0.839464 0.0433749 0.653527 0.870529 0.684587 0.287373 0.261742 0.91856 0.222057 0.305068 0.70462 0.785815 0.611999 0.134391 0.580271 0.399705
0.871716 0.326799 0.710715 0.0931972 0.750309 0.23509 0.932941 0.573153 0.565643 0.501831 0.147551 0.333731 0.701275 0.791739 0.238501 0.872414 0.1658 0.646985 0.891272 0.11658 0.726668 0.223936 0.162218 0.147556 0.219532 0.85677 0.185735 0.453222 0.1561 0.0611176 0.959308 0.656261 0.37479 0.355758 0.241922 0.662834 0.403817 0.268616 0.854854 0.0747487 0.81499 0.895551 0.672458 0.437937 0.338686 0.86135 0.717423 0.523346 0.547842 0.855407
0.890617 0.466645 0.66561 0.37982 0.918767 0.451302 0.338315 0.290963 0.325279 0.969895 0.416526 0.64534 0.667233 0.0191514 0.595877 0.570647 0.88681 0.328163 0.719474 0.165644 0.902277 0.341434 0.894224 0.524586 0.530088 0.890383 0.647184 0.630073 0.347283 0.501589 0.0174487 0.364585 0.358492 0.980432 0.325267 0.167969 0.994054 0.837238 0.300326 0.95624 0.744963 0.668077 0.193521 0.0110651 0.0847019 0.754174 0.461202 0.967797 0.167287 0.665911
0.540836 0.000162503 0.917184 0.2479 0.355702 0.476881 0.695786 0.768453 0.0557451 0.873707 0.522577 0.51336 0.0507416 0.293817 0.101434 0.0861372 0.976328 0.226071 0.05924 0.49475 0.345853 0.871247 0.723542 0.730041 0.29695 0.391372 0.925585 0.950247 0.0836063 0.0684297 0.140812 0.973682 0.42314 0.490445 0.294525 0.605142 0.546779 0.702515 0.48728 0.613882 0.694543 0.795079 0.440458 0.957454 0.748448 0.21023 0.435628 0.158357 0.816468 0.959124
0.703528 0.613706 0.294377 0.710437 0.732042 0.976626 0.854904 0.709636 0.506105 0.448509 0.849863 0.91334 0.0853701 0.590566 0.651219 0.823198 0.192274 0.608397 0.982027 0.617204 0.0675732 0.0221101 0.848371 0.718079 0.364673 0.916631 0.578854 0.673326 0.432566 0.380515 0.102096 0.382224 0.598662 0.902869 0.825248 0.194316 0.0194119 0.182499 0.864673 0.485948 0.731129 0.571603 0.990702 0.776969 0.345198 0.474693 0.479851 0.0743571 0.000330091 0.582131
0.822921 0.504128 0.171088 0.1701 0.182376 0.54819 0.622783 0.62621 0.196315 0.506277 0.688865 0.887916 0.583594 0.704641 0.439489 0.486269 0.81671 0.553778 0.899453 0.90936 0.829609 0.936861 0.773387 0.0875217 0.500904 0.378136 0.39455 0.707501 0.976077 0.460099 0.140884 0.470814 0.0272588 0.7935 0.694715 0.675061 0.903088 0.800764 0.632692 0.47393 0.534729 0.901256 0.529516 0.539421 0.15137 0.907545 0.377517 0.592834 0.946183 0.821265
0.867768 0.262908 0.936498 0.0771207 0.707792 0.868805 0.149145 0.0612684 0.301909 0.0412799 0.953431 0.596725 0.241223 0.600885 0.0158155 0.249936 0.803717 0.297142 0.797699 0.678708 0.783351 0.427687 0.0868922 0.116232 0.841577 0.88852 0.878022 0.593409 0.281258 0.479944 0.657937 0.0914781 0.762564 0.746453 0.371632 0.268957 0.152254 0.297555 0.0323244 0.728273 0.215513 0.287306 0.86753 0.385647 0.525793 0.462959 0.538952 0.664457 0.0508856 0.182548
