15 15
0.453717 0.982948 0.603057 0.0724033 0.0160419 0.755253 0.74172 0.875072 0.568211 0.608553 0.711573 0.652 0.210993 0.314061 0.470741
0.0899017 0.608301 0.198368 0.16253 0.00256644 0.142573 0.699913 0.804589 0.0659504 0.829283 0.567467 0.960166 0.701217 0.638488 0.46396
0.961132 0.740625 0.638409 0.354255 0.228799 0.947667 0.356747 0.980531 0.209005 0.411699 0.385344 0.645262 0.796865 0.505096 0.144382
0.477656 0.300547 0.976198 0.595772 0.103801 0.814648 0.927741 0.185657 0.677628 0.20408 0.98524 0.447134 0.416094 0.988643 0.525155
0.186791 0.481055 0.996403 0.566895 0.843226 0.44681 0.0729733 0.677713 0.464316 0.8874 0.509842 0.109687 0.609968 0.815777 0.734557
0.193261 0.249028 0.456552 0.015663 0.874185 0.0354073 0.508883 0.411007 0.310819 0.124965 0.0534589 0.169674 0.287175 0.945637 0.92914
0.994579 0.0168292 0.205846 0.644351 0.456333 0.811953 0.233564 0.565823 0.289936 0.675611 0.558027 0.895141 0.62394 0.331473 0.582767
0.0830886 0.868312 0.929022 0.983791 0.804106 0.420099 0.157317 0.892149 0.472508 0.820323 0.925652 0.613514 0.806678 0.383085 0.00833097
0.52189 0.987353 0.171637 0.476845 0.0477357 0.164556 0.662766 0.185704 0.827 0.342388 0.865438 0.366796 0.305222 0.625098 0.766684
0.460832 0.141168 0.130767 0.55243 0.00933951 0.175463 0.322495 0.0145104 0.0447221 0.092431 0.476426 0.686256 0.918117 0.637836 0.491094
0.217995 0.545879 0.0447123 0.860729 0.271386 0.435603 0.869606 0.672774 0.593548 0.760359 0.761366 0.869445 0.336899 0.94122 0.128825
0.66622 0.482059 0.968745 0.485238 0.388466 0.567516 0.319477 0.572321 0.132736 0.81747 0.0491586 0.158864 0.0660593 0.0434782 0.551526
0.00691695 0.795484 0.916389 0.877257 0.92339 0.0069265 0.379435 0.0315998 0.128094 0.110637 0.303264 0.511649 0.848732 0.400899 0.143378
0.231483 0.562946 0.155028 0.523944 0.62769 0.1031 0.447006 0.0633848 0.916275 0.0691415 0.238675 0.742165 0.415689 0.794015 0.342447
0.237537 0.370552 0.928086 0.869052 0.00494157 0.383144 0.946277 0.362237 0.284121 0.277878 0.688861 0.932469 0.69609 0.790055 0.882063
