20 20
0.413541 0.777456 0.600705 0.145438 0.256331 0.914924 0.296512 0.80542 0.010946 0.980191 0.316361 0.0807909 0.555526 0.592949 0.818357 0.289689 0.168843 0.297233 0.0124564 0.255213
0.617895 0.577692 0.635508 0.410861 0.2128 0.738476 0.1611 0.844242 0.0459501 0.0598803 0.360102 0.707927 0.333821 0.378621 0.933523 0.397161 0.529087 0.575085 0.171775 0.906204
0.941836 0.599376 0.162719 0.962739 0.491118 0.844176 0.30328 0.650911 0.0508538 0.890871 0.842228 0.455464 0.472374 0.00766021 0.695478 0.381124 0.788468 0.778745 0.568556 0.0541098
0.120385 0.535478 0.144811 0.229426 0.953703 0.742668 0.067029 0.941231 0.445116 0.811285 0.618208 0.935596 0.970091 0.833574 0.189545 0.6101 0.681959 0.948842 0.0907895 0.80844
0.682841 0.742829 0.0978951 0.597805 0.350948 0.207433 0.200283 0.0350497 0.581041 0.719104 0.146261 0.971734 0.173785 0.333917 0.918805 0.247044 0.927512 0.657397 0.906999 0.65338
0.0436305 0.855278 0.0546329 0.382012 0.704969 0.512618 0.100986 0.0806598 0.4725 0.464131 0.452904 0.128458 0.674084 0.673621 0.261447 0.477471 0.628222 0.981988 0.414766 0.427505
0.58763 0.976403 0.720385 0.391297 0.0297283 0.149746 0.597785 0.510725 0.923592 0.53085 0.0353613 0.265665 0.614296 0.185245 0.784229 0.711409 0.141794 0.508137 0.41235 0.867306
0.570169 0.513309 0.0441574 0.885008 0.882383 0.915919 0.188192 0.960351 0.304534 0.747458 0.117036 0.794293 0.174992 0.366975 0.680178 0.17917 0.890676 0.473321 0.556403 0.77866
0.337511 0.905137 0.274251 0.42032 0.603651 0.884805 0.376249 0.360603 0.667972 0.657547 0.396536 0.399717 0.101893 0.661311 0.0256547 0.951487 0.206573 0.6351 0.00644635 0.32973
0.615515 0.984309 0.800959 0.0230213 0.0734886 0.229834 0.707577 0.785311 0.662373 0.847293 0.167643 0.667852 0.365839 0.409458 0.58571 0.285613 0.962394 0.477895 0.0241733 0.0403918
0.651391 0.658017 0.994464 0.627507 0.14087 0.322265 0.721915 0.656133 0.024894 0.0543428 0.400704 0.743937 0.896496 0.297238 0.548096 0.837467 0.0733849 0.15152 0.448578 0.129078
0.175741 0.765579 0.76386 0.361364 0.257025 0.365463 0.481974 0.05612 0.119163 0.447744 0.976278 0.615115 0.886522 0.109271 0.99645 0.791755 0.967497 0.0734277 0.264809 0.531823
0.122893 0.386063 0.106417 0.399904 0.782367 0.171895 0.229761 0.0896223 0.725179 0.0800502 0.902229 0.43124 0.438771 0.807295 0.730677 0.93931 0.87325 0.263322 0.0457583 0.902734
0.0729406 0.659068 0.654781 0.669009 0.301951 0.884971 0.0295483 0.353784 0.38902 0.619302 0.57488 0.039013 0.945791 0.290669 0.842225 0.964179 0.539882 0.584602 0.422023 0.0169094
0.542424 0.920474 0.416753 0.64322 0.0129618 0.130476 0.882104 0.711826 0.420309 0.781798 0.528432 0.611904 0.37959 0.620686 0.835236 0.220776 0.293028 0.135429 0.235645 0.444014
0.519282 0.836562 0.780822 0.892095 0.81395 0.645762 0.0171602 0.976357 0.0332621 0.877323 0.221295 0.0559822 0.577366 0.49411 0.700432 0.0529631 0.328605 0.502289 0.379221 0.0755204
0.533522 0.508675 0.579521 0.0773932 0.896634 0.970608 0.218328 0.848589 0.398564 0.483117 0.230972 0.224315 0.367057 0.0830915 0.99237 0.86644 0.3134 0.280982 0.868617 0.78662
0.794187 0.285242 0.195002 0.653222 0.396066 0.4275 0.300381 0.943015 0.801378 0.220545 0.200525 0.366987 0.787326 0.897684 0.952725 0.633932 0.679941 0.0456967 0.0317486 0.75235
0.825258 0.162442 0.606734 0.818456 0.0555204 0.816398 0.662386 0.992406 0.472207 0.857771 0.552531 0.415464 0.700092 0.242006 0.514926 0.246606 0.984957 0.391955 0.71653 0.0997679
0.51784 0.139249 0.076305 0.422268 0.642101 0.274205 0.368299 0.773993 0.672831 0.997823 0.93772 0.778867 0.582482 0.518697 0.416072 0.502045 0.0319065 0.455534 0.630352 0.445644
